UserId	RestaurantName	TotalRating
U1014	El Club	4
U1014	El Herradero Restaurante and Bar	3
U1014	Restaurante 75	6
U1088	Luna Cafe	6
U1088	Abondance Restaurante Bar	5
U1088	la Estrella de Dimas	6
U1014	pizza clasica	1
U1014	Restaurant Oriental Express	2
U1088	Restaurante la Cantina	0
U1088	Restaurante y Pescaderia Tampico	6
U1088	Restaurante 75	5
U1014	Restaurante Guerra	5
U1088	Cafeteria y Restaurant El Pacifico	6
U1088	El Club	5
U1088	Restaurante Versalles	5
U1014	Rincon Huasteco	5
U1014	la Estrella de Dimas	0
U1056	Restaurante Guerra	6
U1056	Restaurante la Estrella de Dima	0
U1056	Restaurante Pueblo Bonito	6
U1056	El Club	6
U1056	Restaurante El Cielo Potosino	6
U1056	Restaurant Orizatlan	6
U1056	Tortas Locas Hipocampo	6
U1056	La Cantina Restaurante	6
U1056	puesto de tacos	6
U1056	Restaurante Versalles	6
U1134	Restaurante Casa de las Flores	3
U1134	la Cantina	0
U1134	Restaurant Wu Zhuo Yi	3
U1134	puesto de tacos	4
U1134	Restaurant Bar Hacienda los Martinez	3
U1134	El angel Restaurante	6
U1134	Restaurante El Reyecito	4
U1134	Tortas Locas Hipocampo	5
U1134	Koye Sushi	4
U1134	la Cochinita Pibil Restaurante Yucateco	6
U1134	Cabana Huasteca	4
U1134	Cafe Chaires	0
U1134	Mariscos El Pescador	4
U1134	los Toneles	3
U1134	Restaurante El Chivero S.A. de C.V.	6
U1134	Restaurante la Parroquia Potosina	6

CLONED  Restaurante Casa de las Flores	3
CLONED  la Cantina	0
CLONED	puesto de tacos	4
CLONED  Restaurant Bar Hacienda los Martinez	3
CLONED	El angel Restaurante	6
CLONED	Restaurante El Reyecito	4
CLONED	Tortas Locas Hipocampo	5
CLONED	Koye Sushi	4
CLONED	la Cochinita Pibil Restaurante Yucateco	6
CLONED	Cabana Huasteca	4
CLONED	Cafe Chaires	0
CLONED	Mariscos El Pescador	4
CLONED	los Toneles	3
CLONED	Restaurante El Chivero S.A. de C.V.	6
CLONED	Restaurante la Parroquia Potosina	6

U1106	Luna Cafe	3
U1126	Abondance Restaurante Bar	0
U1106	Cafeteria y Restaurant El Pacifico	0
U1126	El Herradero Restaurante and Bar	6
U1126	Rincon Huasteco	0
U1106	La Virreina	3
U1126	Restaurant los Compadres	0
U1126	El Rinc�n de San Francisco	6
U1126	La Cantina Restaurante	4
U1126	Luna Cafe	4
U1126	Restaurant la Chalita	2
U1126	Restaurante y Pescaderia Tampico	4
U1126	Potzocalli	5
U1044	Restaurant Las Mananitas	6
U1124	Restaurante y Pescaderia Tampico	3
U1044	Mariscos Tia Licha	6
U1124	Potzocalli	3
U1124	Cafeteria y Restaurant El Pacifico	3
U1124	Restaurante la Cantina	2
U1124	Restaurante 75	3
U1124	Abondance Restaurante Bar	3
U1124	El Club	2
U1124	El Herradero Restaurante and Bar	3
U1124	Restaurant de Mariscos de Picon	3
U1124	Restaurante la Estrella de Dima	1
U1018	pizza clasica	0
U1125	pizza clasica	4
U1125	El Club	2
U1125	Restaurante Pueblo Bonito	3
U1018	la Estrella de Dimas	6
U1125	Restaurante la Estrella de Dima	4
U1125	Restaurante Guerra	2
U1125	Cafeteria y Restaurant El Pacifico	4
U1119	Restaurant Las Mananitas	6
U1119	Subway	0
U1119	Vips	6
U1125	Restaurant Oriental Express	3
U1119	McDonalds Centro	6
U1125	Restaurante Alhondiga	4
U1119	Mariscos Tia Licha	6
U1125	Restaurante Marisco Sam	3
U1125	Restaurant la Chalita	5
U1125	Restaurante El Cielo Potosino	4
U1018	El Club	3
U1018	El Herradero Restaurante and Bar	2
U1018	Restaurante Guerra	3
U1018	Cafeteria y Restaurant El Pacifico	3
U1018	Restaurante El Cielo Potosino	1
U1018	El Rincon de San Francisco	3
U1018	Abondance Restaurante Bar	2
U1018	Potzocalli	2
U1076	Restaurant de Mariscos de Picon	5
U1076	Restaurant la Chalita	5
U1076	Restaurant Orizatlan	2
U1076	Restaurant Oriental Express	6
U1022	Restaurant los Compadres	0
U1076	Restaurante Bar El Gallinero	4
U1022	Restaurant El Muladar de Calzada	4
U1022	El Rincon de San Francisco	0
U1022	Cafeteria y Restaurant El Pacifico	4
U1022	El Herradero Restaurante and Bar	6
U1022	Restaurante Marisco Sam	4
U1022	La Cantina Restaurante	6
U1022	Restaurant la Chalita	5
U1022	El Club	3
U1022	Restaurante la Gran Via	4
U1022	Restaurante Versalles	4
U1022	Restaurante Bar El Gallinero	6
U1022	Restaurante El Cielo Potosino	4
U1022	Restaurante Alhondiga	5
U1094	Restaurante y Pescaderia Tampico	0
U1094	la Estrella de Dimas	0
U1094	El Herradero Restaurante and Bar	1
U1094	Restaurante la Cantina	1
U1094	Rincon Huasteco	1
U1094	Restaurante 75	1
U1094	Potzocalli	2
U1094	Abondance Restaurante Bar	1
U1116	Restaurante Casa de las Flores	6
U1116	Restaurante Marisco Sam	0
U1116	Restaurant la Chalita	6
U1116	Tortas Locas Hipocampo	6
U1116	La Cantina Restaurante	6
U1116	El Rincon de San Francisco	6
U1116	Restaurant Bar Hacienda los Martinez	4
U1116	Restaurant Orizatlan	4
U1116	puesto de tacos	6
U1116	Preambulo Wifi Zone Cafe	5
U1116	Gorditas Doa Gloria	6
U1105	El Herradero Restaurante and Bar	0
U1105	Abondance Restaurante Bar	0
U1105	Rincon Huasteco	0
U1105	Restaurant los Compadres	0
U1105	Restaurant El Muladar de Calzada	0
U1105	Restaurante y Pescaderia Tampico	0
U1105	Restaurant de Mariscos de Picon	0
U1105	La Cantina Restaurante	0
U1075	El Club	4
U1075	Restaurante Guerra	5
U1075	Restaurante la Estrella de Dima	6
U1007	Potzocalli	3
U1075	Restaurante Pueblo Bonito	4
U1007	El Herradero Restaurante and Bar	4
U1075	Cafeteria y Restaurant El Pacifico	3
U1075	Gorditas Doa Gloria	4
U1075	El Herradero Restaurante and Bar	4
U1075	Rincon Huasteco	3
U1075	Restaurante El Cielo Potosino	2
U1075	Restaurant de Mariscos de Picon	4
U1075	Restaurante Versalles	3
U1075	Luna Cafe	2
U1115	El Herradero Restaurante and Bar	6
U1115	la Estrella de Dimas	6
U1115	Restaurante y Pescaderia Tampico	1
U1115	Potzocalli	5
U1115	Abondance Restaurante Bar	2
U1115	Rincon Huasteco	6
U1115	Restaurante 75	3
U1115	Restaurante la Cantina	6
U1072	Restaurant los Pinos	0
U1024	Gorditas Doa Gloria	3
U1024	El Rinc�n de San Francisco	3
U1024	Restaurant Oriental Express	4
U1024	puesto de tacos	2
U1024	Restaurante Marisco Sam	3
U1024	Cafeteria y Restaurant El Pacifico	6
U1024	Restaurant de Mariscos de Picon	6
U1024	Restaurante la Gran Via	4
U1024	Restaurant Orizatlan	3
U1024	Restaurante Bar El Gallinero	3
U1024	Restaurante Versalles	2
U1024	Luna Cafe	3
U1024	Restaurant la Chalita	2
U1024	La Virreina	3
U1024	Preambulo Wifi Zone Cafe	3
U1132	Restaurant la Chalita	3
U1132	puesto de tacos	6
U1132	Tortas Locas Hipocampo	6
U1132	Restaurante El Cielo Potosino	4
U1132	El Rincon de San Francisco	4
U1132	La Cantina Restaurante	6
U1132	La Virreina	6
U1132	Cafeteria y Restaurant El Pacifico	2
U1132	Restaurante Versalles	2
U1132	Restaurant Orizatlan	3
U1005	Restaurante la Estrella de Dima	4
U1005	Restaurante Pueblo Bonito	5
U1005	Rincon Huasteco	2
U1005	Restaurante Guerra	4
U1005	Luna Cafe	3
U1005	El Herradero Restaurante and Bar	4
U1005	pizza clasica	2
U1005	Restaurant Oriental Express	5
U1005	Cafeteria y Restaurant El Pacifico	5
U1120	Tortas Locas Hipocampo	0
U1120	Cenaduria El Rincón de Tlaquepaque	3
U1120	Cafeteria y Restaurant El Pacifico	3
U1120	Restaurante la Gran Via	5
U1120	Restaurant la Chalita	0
U1004	Restaurante Marisco Sam	3
U1004	La Virreina	6
U1004	El Rinc�n de San Francisco	6
U1120	El Herradero Restaurante and Bar	6
U1004	Restaurante El Cielo Potosino	5
U1120	la Cantina	3
U1004	Cafeteria y Restaurant El Pacifico	6
U1120	el lechon potosino 	5
U1077	Restaurant Orizatlan	2
U1120	don burguers	6
U1037	Restaurante y Pescaderia Tampico	4
U1037	la Estrella de Dimas	0
U1037	Restaurante 75	0
U1037	Cenaduria El Rincón de Tlaquepaque	0
U1037	Potzocalli	6
U1037	don burguers	3
U1037	Rincon Huasteco	6
U1035	Restaurant los Pinos	6
U1035	Sanborns Casa Piedra	5
U1035	Restaurant Las Mananitas	6
U1052	KFC	3
U1036	Gorditas Doa Gloria	5
U1036	Restaurante El Chivero S.A. de C.V.	5
U1036	Koye Sushi	6
U1036	Restaurant Oriental Express	6
U1036	Tortas Locas Hipocampo	6
U1036	El Rincon de San Francisco	6
U1036	puesto de tacos	6
U1036	Restaurant Bar Hacienda los Martinez	6
U1036	La Cantina Restaurante	6
U1036	Cabana Huasteca	6
U1036	El angel Restaurante	0
U1036	Restaurante la Gran Via	6
U1038	Sirlone	5
U1038	Unicols Pizza	2
U1038	Hamburguesas Valle Dorado	3
U1038	Carls Jr	4
U1038	La Posada del Virrey	6
U1071	La Posada del Virrey	6
U1071	Restaurante Alhondiga	5
U1071	La Cantina Restaurante	6
U1071	Restaurante Marisco Sam	5
U1071	Restaurant Oriental Express	6
U1071	puesto de tacos	6
U1071	Unicols Pizza	6
U1071	Cafeteria y Restaurant El Pacifico	6
U1071	Gorditas Doa Gloria	3
U1071	Restaurant de Mariscos de Picon	6
U1071	La Virreina	6
U1071	El Rincon de San Francisco	6
U1071	Preambulo Wifi Zone Cafe	6
U1114	La Fontana Pizza Restaurante and Cafe	0
U1084	Restaurante Tiberius	3
U1084	La Posada del Virrey	6
U1084	Sushi Itto	6
U1084	Preambulo Wifi Zone Cafe	6
U1084	la Cantina	6
U1084	El Mundo de la Pasta	6
U1084	Restaurante la Gran Via	6
U1084	Carls Jr	6
U1084	Tortas Locas Hipocampo	6
U1084	Gordas de morales	2
U1049	puesto de tacos	0
U1049	Luna Cafe	0
U1019	Rincon Huasteco	0
U1019	Restaurante Pueblo Bonito	0
U1019	Restaurant la Chalita	0
U1019	Unicols Pizza	0
U1069	Restaurante 75	0
U1069	la Estrella de Dimas	0
U1069	Potzocalli	0
U1069	Hamburguesas Valle Dorado	0
U1069	Abondance Restaurante Bar	0
U1069	el lechon potosino 	0
U1069	Cenaduria El Rincón de Tlaquepaque	0
U1069	KFC	1
U1069	don burguers	2
U1113	Restaurant la Chalita	3
U1113	El Herradero Restaurante and Bar	5
U1113	Tortas Locas Hipocampo	4
U1113	Cafeteria y Restaurant El Pacifico	0
U1113	Koye Sushi	4
U1113	Restaurante El Reyecito	5
U1113	Unicols Pizza	1
U1113	Sirlone	0
U1104	Restaurant de Mariscos de Picon	1
U1104	puesto de tacos	4
U1104	Tortas Locas Hipocampo	5
U1104	Preambulo Wifi Zone Cafe	4
U1104	Restaurante El Cielo Potosino	4
U1106	Restaurante Casa de las Flores	0
U1106	La Cantina Restaurante	0
U1104	Gorditas Doa Gloria	4
U1106	El Rinc�n de San Francisco	0
U1106	Cabana Huasteca	5
U1104	La Cantina Restaurante	3
U1106	Unicols Pizza	1
U1104	Cafeteria y Restaurant El Pacifico	4
U1104	El Rincon de San Francisco	4
U1106	Gorditas Doa Gloria	4
U1104	Restaurante Casa de las Flores	4
U1106	Restaurant Oriental Express	2
U1106	Restaurant de Mariscos de Picon	4
U1052	Chaires	5
U1106	Restaurante Guerra	5
U1106	Tortas Locas Hipocampo	6
U1104	Restaurant El Muladar de Calzada	4
U1106	Restaurante El Cielo Potosino	5
U1106	La Posada del Virrey	6
U1106	Preambulo Wifi Zone Cafe	5
U1106	Koye Sushi	6
U1106	Restaurante El Chivero S.A. de C.V.	6
U1052	Dominos Pizza	5
U1052	Tortas y hamburguesas el gordo	3
U1104	Luna Cafe	4
U1079	Restaurant Las Mananitas	6
U1079	Log Yin	2
U1079	Mariscos Tia Licha	6
U1079	Mikasa	4
U1045	puesto de tacos	4
U1045	Restaurante El Chivero S.A. de C.V.	0
U1045	Unicols Pizza	5
U1045	Tortas Locas Hipocampo	6
U1045	Cafeteria y Restaurant El Pacifico	0
U1045	Gorditas Doa Gloria	3
U1045	La Cantina Restaurante	5
U1045	Restaurante Marisco Sam	6
U1045	Restaurante Versalles	6
U1045	Luna Cafe	4
U1009	Cabana Huasteca	4
U1009	La Posada del Virrey	5
U1009	Restaurante Marisco Sam	3
U1009	Restaurant Bar Hacienda los Martinez	4
U1009	Gorditas Doa Gloria	5
U1009	Restaurante Tiberius	4
U1009	Restaurant la Chalita	6
U1009	puesto de tacos	2
U1009	La Cantina Restaurante	3
U1009	Restaurante Alhondiga	0
U1009	Koye Sushi	5
U1016	Gorditas Doa Gloria	6
U1016	Restaurant Oriental Express	5
U1016	Cafeteria y Restaurant El Pacifico	6
U1016	El Rinc�n de San Francisco	6
U1016	Unicols Pizza	6
U1016	Restaurante la Gran Via	6
U1016	Restaurante Marisco Sam	6
U1016	Restaurante Guerra	6
U1016	Tortas Locas Hipocampo	4
U1016	La Cantina Restaurante	6
U1016	La Posada del Virrey	6
U1016	Restaurante Versalles	4
U1016	Restaurante El Cielo Potosino	6
U1047	shi ro ie	0
U1047	sirloin stockade	0
U1047	dairy queen	0
U1095	Pizzeria Julios	5
U1095	Michiko Restaurant Japones	6
U1095	Restaurante Tiberius	5
U1034	Mcdonalds Parque Tangamanga	3
U1095	Carls Jr	3
U1034	Restaurante de Mariscos la Langosta	0
U1034	Gordas de morales	2
U1095	Gordas de morales	6
U1095	Mcdonalds Parque Tangamanga	4
U1095	la Cochinita Pibil Restaurante Yucateco	6
U1007	Restaurante Tiberius	4
U1007	Tortas Locas Hipocampo	3
U1095	Restaurante El Chivero S.A. de C.V.	3
U1095	El Mundo de la Pasta	6
U1095	Sushi Itto	6
U1007	El Rincon de San Francisco	3
U1007	Cafeteria y Restaurant El Pacifico	2
U1007	Mcdonalds Parque Tangamanga	0
U1007	Cafe Chaires	3
U1007	Restaurant la Chalita	2
U1078	Hamburguesas saul	3
U1099	Restaurante Pueblo Bonito	2
U1099	Gorditas Doa Gloria	6
U1008	Chaires	3
U1008	Hamburguesas Valle Dorado	4
U1099	pizza clasica	6
U1099	Hamburguesas saul	0
U1008	Sirlone	5
U1099	Pizzeria Julios	4
U1008	Potzocalli	2
U1008	KFC	3
U1099	Unicols Pizza	2
U1008	Dominos Pizza	3
U1099	Restaurante Guerra	3
U1008	Abondance Restaurante Bar	3
U1099	Restaurant la Chalita	2
U1099	Restaurante Marisco Sam	6
U1099	Restaurante la Gran Via	3
U1008	el lechon potosino 	3
U1008	Restaurante y Pescaderia Tampico	3
U1099	Restaurant Oriental Express	3
U1040	El cotorreo	3
U1040	Kiku Cuernavaca	3
U1040	Giovannis	6
U1040	Restaurant Bar Coty y Pablo	4
U1121	Subway	0
U1110	Subway	4
U1110	Restaurant Familiar El Chino	6
U1110	Giovannis	6
U1110	Kiku Cuernavaca	6
U1121	Restaurant Bar Coty y Pablo	6
U1121	Restaurant Familiar El Chino	6
U1121	Kiku Cuernavaca	6
U1042	Mariscos Tia Licha	5
U1042	Subway	3
U1042	Sanborns Casa Piedra	6
U1013	Koye Sushi	3
U1013	Sushi Itto	4
U1013	Tortas Locas Hipocampo	3
U1013	Restaurante Pueblo Bonito	2
U1054	Restaurante El Cielo Potosino	4
U1054	Restaurante Marisco Sam	6
U1054	Restaurant de Mariscos de Picon	5
U1054	La Cantina Restaurante	5
U1054	Unicols Pizza	6
U1054	Restaurante Versalles	4
U1054	El Rincon de San Francisco	6
U1054	Luna Cafe	6
U1054	Restaurant la Chalita	4
U1054	Cafeteria y Restaurant El Pacifico	3
U1054	Restaurante la Gran Via	5
U1042	Restaurant Las Mananitas	6
U1042	Restaurant Teely	4
U1111	Cenaduria El Rincón de Tlaquepaque	5
U1111	Restaurante la Cantina	6
U1111	Hamburguesas Valle Dorado	3
U1111	Sirlone	6
U1111	sirloin stockade	3
U1037	Restaurante la Cantina	1
U1111	KFC	3
U1111	Potzocalli	3
U1111	Dominos Pizza	0
U1037	Dominos Pizza	4
U1111	Tortas y hamburguesas el gordo	0
U1037	KFC	5
U1111	don burguers	0
U1111	la Estrella de Dimas	1
U1037	Sirlone	3
U1015	Cenaduria El Rincón de Tlaquepaque	3
U1015	Chaires	2
U1015	Tortas y hamburguesas el gordo	1
U1015	Restaurante y Pescaderia Tampico	3
U1015	Dominos Pizza	6
U1015	KFC	3
U1015	sirloin stockade	4
U1128	Pizzeria Julios	0
U1062	Pizzeria Julios	0
U1101	Restaurant de Mariscos de Picon	3
U1101	Restaurant Orizatlan	4
U1101	Restaurante Bar El Gallinero	3
U1101	El Rinc�n de San Francisco	0
U1101	Unicols Pizza	2
U1101	Cafeteria y Restaurant El Pacifico	5
U1101	Restaurant la Chalita	5
U1101	Restaurante Versalles	4
U1101	La Cantina Restaurante	4
U1101	Luna Cafe	0
U1001	Tortas Locas Hipocampo	2
U1001	Restaurant los Compadres	3
U1001	Restaurant de Mariscos de Picon	3
U1001	Restaurante la Gran Via	3
U1001	Restaurant El Muladar de Calzada	3
U1001	El Rincon de San Francisco	6
U1001	Restaurante Versalles	4
U1135	Tortas Locas Hipocampo	0
U1135	El Rinc�n de San Francisco	0
U1135	La Cantina Restaurante	0
U1135	Luna Cafe	0
U1032	Pizzeria Julios	3
U1032	Restaurante Tiberius	3
U1032	Koye Sushi	4
U1032	Tortas Locas Hipocampo	3
U1032	Restaurant Oriental Express	1
U1032	Unicols Pizza	2
U1135	puesto de tacos	0
U1135	Gorditas Doa Gloria	0
U1032	Restaurant la Chalita	2
U1032	Gorditas Doa Gloria	2
U1032	Restaurante Marisco Sam	3
U1135	Restaurante Tiberius	0
U1032	Cafeteria y Restaurant El Pacifico	0
U1135	Restaurante Alhondiga	0
U1135	Unicols Pizza	0
U1135	Restaurante la Gran Via	0
U1135	La Virreina	0
U1135	Cafeteria y Restaurant El Pacifico	0
U1135	Restaurant Oriental Express	0
U1135	Restaurante Marisco Sam	0
U1048	Restaurante de Mariscos la Langosta	3
U1048	la Cantina	6
U1048	Michiko Restaurant Japones	5
U1048	Restaurante Bar Fu-hao	1
U1048	El angel Restaurante	4
U1048	La Estrella de Dimas	6
U1048	Gordas de morales	6
U1062	Tortas Locas Hipocampo	0
U1062	La Fontana Pizza Restaurante and Cafe	0
U1092	Restaurante la Cantina	1
U1062	puesto de tacos	0
U1092	Tortas Locas Hipocampo	0
U1062	La Cantina Restaurante	0
U1092	Restaurante El Reyecito	0
U1062	Restaurante El Cielo Potosino	0
U1092	Cafe Chaires	1
U1062	Restaurant la Chalita	0
U1062	Restaurante la Gran Via	0
U1092	El Rincon de San Francisco	4
U1062	Gorditas Doa Gloria	0
U1092	Gordas de morales	3
U1051	Sanborns Casa Piedra	4
U1013	shi ro ie	5
U1085	pizza clasica	6
U1085	Hamburguesas saul	0
U1085	Restaurante la Estrella de Dima	6
U1085	Restaurante Pueblo Bonito	6
U1085	El Club	6
U1109	La Virreina	6
U1109	Unicols Pizza	3
U1085	Restaurant Oriental Express	0
U1085	Restaurant Bar Hacienda los Martinez	5
U1109	puesto de tacos	6
U1085	Pizzeria Julios	4
U1085	la Cochinita Pibil Restaurante Yucateco	6
U1109	Cafeteria y Restaurant El Pacifico	6
U1085	puesto de tacos	6
U1109	Restaurante Alhondiga	6
U1109	Restaurant Oriental Express	6
U1109	Restaurante Tiberius	6
U1109	Tortas Locas Hipocampo	6
U1109	Restaurant la Chalita	6
U1109	Pizzeria Julios	3
U1078	El Club	3
U1078	Restaurante Marisco Sam	6
U1078	El Rinc�n de San Francisco	6
U1078	Luna Cafe	5
U1078	Gorditas Doa Gloria	3
U1078	La Cantina Restaurante	6
U1019	Koye Sushi	0
U1102	el lechon potosino 	6
U1098	Hamburguesas saul	2
U1098	Restaurante Marisco Sam	5
U1098	Unicols Pizza	4
U1046	la Cantina	3
U1122	Restaurante Guerra	4
U1122	El angel Restaurante	6
U1122	Pizzeria Julios	6
U1122	Restaurante Tiberius	4
U1122	Gorditas Doa Gloria	4
U1122	Cabana Huasteca	5
U1122	Koye Sushi	6
